FRANCHISE_ID,ID,NAME,AREA,BUILDING,PHONE,CUISINE_DESCRIPTION,PHONE_AREA_CODE,FRANCHISE_LOCATION_COUNT,IS_FRANCHISE
MEXICO AUTENTICO_1_50051741,50051741,MEXICO AUTENTICO,RICHMOND HILL,396,7183690849,Mexican,718,1,False
MEXICO DE MIS SABORES_1_50145640,50145640,MEXICO DE MIS SABORES,ETOBICOKE,89-91,3476765033,Mexican,347,1,False
MEXICO EN LA PIEL_1_50155546,50155546,MEXICO EN LA PIEL,RICHMOND HILL,7211,6468969737,Mexican,646,1,False
MEXICOCIANA_1_50069153,50069153,MEXICOCIANA,NORTH YORK,503,3474981055,Mexican,347,1,False
MEXICUE_1_50011690,50011690,MEXICUE,TORONTO,1440,6468285957,Mexican,646,1,False
MEXIJOE'S_1_50079549,50079549,MEXIJOE'S,ETOBICOKE,,7184295500,Mexican,718,1,False
MEXIKO / CARLOS & GABBY'S / GRAZE SMOKEHOUSE / ROSA'S CHICKEN_1_50096185,50096185,MEXIKO / CARLOS & GABBY'S / GRAZE SMOKEHOUSE / ROSA'S CHICKEN,TORONTO,100,5162471915,Jewish/Kosher,516,1,False
MEXIQUE CAFE_1_50137079,50137079,MEXIQUE CAFE,RICHMOND HILL,655,6462807513,Mexican,646,1,False
MEXITERRANEAN GRILL_1_50163211,50163211,MEXITERRANEAN GRILL,TORONTO,1365,6466096400,Mexican,646,1,False
MEXI_1_50142315,50142315,MEXI,RICHMOND HILL,149,9176731663,,917,1,False
MEXOLOGY_1_50106636,50106636,MEXOLOGY,ETOBICOKE,28-07,2124959672,Mexican,212,1,False
MEZAMIX SHAWARMA_1_50164053,50164053,MEZAMIX SHAWARMA,NORTH YORK,751,3475672838,Middle Eastern,347,1,False
MEZBAN HOUSE_1_50149955,50149955,MEZBAN HOUSE,ETOBICOKE,90-19,3478263397,Bangladeshi,347,1,False
MEZCAL'S_2_40574474,40574474,MEZCAL'S,RICHMOND HILL,223,7187833276,Mexican,718,2,True
MEZCAL'S_2_40692073,40692073,MEZCAL'S,RICHMOND HILL,522,7182372230,Mexican,718,2,True
MEZCALEROS MEXICAN RESTAURANT_1_41153944,41153944,MEZCALEROS MEXICAN RESTAURANT,SCARBOROUGH,20,7184944547,Mexican,718,1,False
MEZCALI_1_50117248,50117248,MEZCALI,TORONTO,83,9174095881,Mexican,917,1,False
MEZCALUNA_1_50173536,50173536,MEZCALUNA,ETOBICOKE,33-02,9177747890,,917,1,False
MEZE MAZI_1_40394176,40394176,MEZE MAZI,TORONTO,449,2122131100,Greek,212,1,False
MEZEH_3_50154533,50154533,MEZEH,TORONTO,111,9294989747,Mediterranean,929,3,True
MEZEH_3_50177986,50177986,MEZEH,TORONTO,900,6465450078,,646,3,True
MEZEH_3_50177990,50177990,MEZEH,TORONTO,1700,7187015366,,718,3,True
MEZE_1_41026640,41026640,MEZE,RICHMOND HILL,6601,7182346393,Greek,718,1,False
MEZQUILA_1_50122455,50122455,MEZQUILA,RICHMOND HILL,634,3476784176,Mexican,347,1,False
MEZZALUNA_1_40379662,40379662,MEZZALUNA,TORONTO,1295,2125359600,Italian,212,1,False
MEZZE BARISTA BAR @ PFIZER_1_50143415,50143415,MEZZE BARISTA BAR @ PFIZER,TORONTO,66,9174510478,Coffee/Tea,917,1,False
MEZZE CAFE_1_50174508,50174508,MEZZE CAFE,ETOBICOKE,0,9176840703,,917,1,False
MEZZE GRAB & GO_1_50095175,50095175,MEZZE GRAB & GO,ETOBICOKE,,,American,nan,1,False
MEZZE ON THE RIVER_1_41527114,41527114,MEZZE ON THE RIVER,TORONTO,375,2124321451,Mediterranean,212,1,False
MEZZE PIZZA PASTA SUSHI_1_50139287,50139287,MEZZE PIZZA PASTA SUSHI,ETOBICOKE,100-18,9733938429,Jewish/Kosher,973,1,False
MEZZROW_1_50012158,50012158,MEZZROW,TORONTO,163,6464764346,American,646,1,False
MG 54 BAR AND LOUNGE_1_50096129,50096129,MG 54 BAR AND LOUNGE,NORTH YORK,1546,7186180662,Spanish,718,1,False
MG WELLNESS & NUTRITION_1_41719209,41719209,MG WELLNESS & NUTRITION,ETOBICOKE,41-08,7186879954,Other,718,1,False
MI ARMADILLO DELI_1_50101286,50101286,MI ARMADILLO DELI,SCARBOROUGH,12,3478253411,Mexican,347,1,False
MI BAKERY & CAFE_1_50073787,50073787,MI BAKERY & CAFE,NORTH YORK,58A,3474943343,Bakery Products/Desserts,347,1,False
MI BARRIO_1_40625667,40625667,MI BARRIO,RICHMOND HILL,3415,7188715609,Mexican,718,1,False
MI BELLA CHOLULITA DELI & RESTAURANT_1_50092933,50092933,MI BELLA CHOLULITA DELI & RESTAURANT,RICHMOND HILL,884,3476274480,Mexican,347,1,False
MI BELLA DAMA_1_50142147,50142147,MI BELLA DAMA,RICHMOND HILL,296,6469865415,Caribbean,646,1,False
MI BELLA GROCERY & DELI_1_50090335,50090335,MI BELLA GROCERY & DELI,RICHMOND HILL,1904,7183738544,Spanish,718,1,False
MI BELLO QUETZAL_1_50148091,50148091,MI BELLO QUETZAL,RICHMOND HILL,6610,3472405872,Latin American,347,1,False
MI CANDILEJAS RESTAURANT_1_41722899,41722899,MI CANDILEJAS RESTAURANT,RICHMOND HILL,1509,7182666161,Latin American,718,1,False
MI CASA (NEXT TO GATE 22)_1_50116597,50116597,MI CASA (NEXT TO GATE 22),ETOBICOKE,215,7037237264,Mexican,703,1,False
MI CASA ARGENTINA_1_50152404,50152404,MI CASA ARGENTINA,RICHMOND HILL,550,3475173789,,347,1,False
MI CASA BAKERY_1_41379435,41379435,MI CASA BAKERY,NORTH YORK,18,7187337895,Bakery Products/Desserts,718,1,False
MI CASA CANTINA_1_50001778,50001778,MI CASA CANTINA,ETOBICOKE,,7187514787,Spanish,718,1,False
MI CASA RESTAURANT CON NCY_1_50173574,50173574,MI CASA RESTAURANT CON NCY,TORONTO,1552,6462477757,,646,1,False
MI CASITA BAKERY Y RESTAURANT_1_50092145,50092145,MI CASITA BAKERY Y RESTAURANT,ETOBICOKE,109-08,3476124580,Bakery Products/Desserts,347,1,False
MI CASITA PAISA_1_50125337,50125337,MI CASITA PAISA,ETOBICOKE,169-05,3472854316,Latin American,347,1,False
MI CHOLULITA BELLA_1_50125991,50125991,MI CHOLULITA BELLA,RICHMOND HILL,1386,9192252348,Mexican,919,1,False
MI CIELITO COLOMBIANO_1_50156479,50156479,MI CIELITO COLOMBIANO,ETOBICOKE,45-01,9176534155,Latin American,917,1,False
MI DAWTA DEM KITCHIN_3_50145292,50145292,MI DAWTA DEM KITCHIN,ETOBICOKE,227-05,6316209778,Caribbean,631,3,True
MI DAWTA DEM KITCHIN_3_50150041,50150041,MI DAWTA DEM KITCHIN,RICHMOND HILL,872,3473658916,Caribbean,347,3,True
MI DAWTA DEM KITCHIN_3_50162348,50162348,MI DAWTA DEM KITCHIN,RICHMOND HILL,543,3473125327,Caribbean,347,3,True
MI DELICIAS PUEBLA_1_50165111,50165111,MI DELICIAS PUEBLA,ETOBICOKE,89-04,7184267156,Mexican,718,1,False
MI DULCE VICTORIA_1_50155926,50155926,MI DULCE VICTORIA,ETOBICOKE,91-28,9297249404,Bakery Products/Desserts,929,1,False
MI ESPIGUITA_1_50008732,50008732,MI ESPIGUITA,ETOBICOKE,32-44,7185950464,Mexican,718,1,False
MI ESTRELLA NY BAKERY_1_50063594,50063594,MI ESTRELLA NY BAKERY,RICHMOND HILL,268,7186289250,Bakery Products/Desserts,718,1,False
MI LINDA GUATEMALA_1_50151662,50151662,MI LINDA GUATEMALA,ETOBICOKE,80-06,3479416902,Latin American,347,1,False
MI LINDO SAN MIGUELITO_1_50003366,50003366,MI LINDO SAN MIGUELITO,NORTH YORK,257,3479454330,Mexican,347,1,False
MI NUEVA BONANZA BAKERY & RESTAURANT_1_50175053,50175053,MI NUEVA BONANZA BAKERY & RESTAURANT,ETOBICOKE,71-02,3472277831,Bakery Products/Desserts,347,1,False
MI OTRA CASA_1_50176499,50176499,MI OTRA CASA,ETOBICOKE,91-06,2124706157,,212,1,False
MI PASO CENTRO AMERICANO RESTAURANT_1_41621699,41621699,MI PASO CENTRO AMERICANO RESTAURANT,TORONTO,4129,2129280866,Latin American,212,1,False
MI PEQUENA CHOLULA DELI RESTAURANTE_1_41554812,41554812,MI PEQUENA CHOLULA DELI RESTAURANTE,RICHMOND HILL,1481,7184974982,Mexican,718,1,False
MI PEQUENO EL SALVADOR_1_41600495,41600495,MI PEQUENO EL SALVADOR,ETOBICOKE,94-16,7186720853,Latin American,718,1,False
MI PEQUENO RANCHITO RESTAURANT_1_50131081,50131081,MI PEQUENO RANCHITO RESTAURANT,RICHMOND HILL,4614,8574452054,Mexican,857,1,False
MI PUEBLITO COMIDA TIPICA MEXICANA_1_40705983,40705983,MI PUEBLITO COMIDA TIPICA MEXICANA,NORTH YORK,111,7185884023,Mexican,718,1,False
MI PUEBLO DELI & GROCERY_1_50126990,50126990,MI PUEBLO DELI & GROCERY,TORONTO,1608,9148431632,Other,914,1,False
MI RANCHITO CARNICERIA Y ROSTISERIA_1_50171006,50171006,MI RANCHITO CARNICERIA Y ROSTISERIA,RICHMOND HILL,6923,7183335171,,718,1,False
MI RANCHITO MEXICAN RESTAURANT_1_41572079,41572079,MI RANCHITO MEXICAN RESTAURANT,TORONTO,1468,2127402626,Mexican,212,1,False
MI ROMANCE ECUATORIANO_1_50101866,50101866,MI ROMANCE ECUATORIANO,NORTH YORK,524A,7182923942,Spanish,718,1,False
MI SABOR CAFE_1_41546745,41546745,MI SABOR CAFE,RICHMOND HILL,920,7186026160,Latin American,718,1,False
MI TAQUERIA TOLTE RESTAURANT_1_50058511,50058511,MI TAQUERIA TOLTE RESTAURANT,ETOBICOKE,92-10,7187603778,Mexican,718,1,False
MI TIERRA_2_50087905,50087905,MI TIERRA,ETOBICOKE,149-15,7184803484,Latin American,718,2,True
MI TIERRA_2_50144862,50144862,MI TIERRA,NORTH YORK,127,3473863233,Latin American,347,2,True
MIA HALAL FOOD_1_50000205,50000205,MIA HALAL FOOD,ETOBICOKE,105-07,7186007895,Middle Eastern,718,1,False
MIA'S BAKERY_1_50033150,50033150,MIA'S BAKERY,RICHMOND HILL,139,3479873194,Bakery Products/Desserts,347,1,False
MIA'S BROOKLYN BAKERY_1_50157922,50157922,MIA'S BROOKLYN BAKERY,TORONTO,1573,2129331728,Bakery Products/Desserts,212,1,False
MIA'S COCINA_1_50172508,50172508,MIA'S COCINA,TORONTO,88,6465921035,,646,1,False
MIA'S PIZZA_1_50130187,50130187,MIA'S PIZZA,ETOBICOKE,24-17,3475693632,Pizza,347,1,False
MIA'S ROSTISERIA & PARRILADAS_1_50151777,50151777,MIA'S ROSTISERIA & PARRILADAS,SCARBOROUGH,236,9174987019,Latin American,917,1,False
MIAN KITCHEN_1_50128717,50128717,MIAN KITCHEN,TORONTO,230,9294219987,Chinese,929,1,False
MIAS BAKERY TIMES SQUARE_1_50082993,50082993,MIAS BAKERY TIMES SQUARE,TORONTO,716,9172614437,Bakery Products/Desserts,917,1,False
MIATZIL_1_50145824,50145824,MIATZIL,RICHMOND HILL,289,3478896904,Other,347,1,False
MICCO CAFE_1_50167936,50167936,MICCO CAFE,ETOBICOKE,45-31,3472564671,Coffee/Tea,347,1,False
MICHAEL & SONS ITALIAN FOOD & PIZZA_1_41242701,41242701,MICHAEL & SONS ITALIAN FOOD & PIZZA,ETOBICOKE,192-13,7183576528,Pizza,718,1,False
MICHAEL ANGELO'S BRICK OVEN_1_41436074,41436074,MICHAEL ANGELO'S BRICK OVEN,NORTH YORK,2477,7186187310,Italian,718,1,False
MICHAEL ANGELO’S WOOD FIRED PIZZA & PASTA_1_50144724,50144724,MICHAEL ANGELO’S WOOD FIRED PIZZA & PASTA,NORTH YORK,2107,7185619911,Italian,718,1,False
MICHAEL KORS_1_50178951,50178951,MICHAEL KORS,TORONTO,610,2015148194,,201,1,False
MICHAEL'S CAFE_1_41568372,41568372,MICHAEL'S CAFE,ETOBICOKE,27-05,3475363633,American,347,1,False
MICHAEL'S RESTAURANT_2_40366154,40366154,MICHAEL'S RESTAURANT,RICHMOND HILL,2929,7189987851,Italian,718,2,True
MICHAEL'S RESTAURANT_2_40707194,40707194,MICHAEL'S RESTAURANT,ETOBICOKE,33-17,7187267474,American,718,2,True
MICHAEL'S_1_40402365,40402365,MICHAEL'S,TORONTO,24,2127670555,American,212,1,False
MICHAELANGELOS PIZZERIA_1_50124270,50124270,MICHAELANGELOS PIZZERIA,SCARBOROUGH,860,7182737541,Pizza,718,1,False
MICHAELI BAKERY_2_50092368,50092368,MICHAELI BAKERY,TORONTO,115,6463602284,Bakery Products/Desserts,646,2,True
MICHAELI BAKERY_2_50120838,50120838,MICHAELI BAKERY,TORONTO,401,6464541466,Bakery Products/Desserts,646,2,True
MICHELADA HOUSE II_1_50103908,50103908,MICHELADA HOUSE II,ETOBICOKE,88-19,2124706157,Mexican,212,1,False
MICHELANDIA BOTANERA CORP._1_50178550,50178550,MICHELANDIA BOTANERA CORP.,RICHMOND HILL,480,8434415759,,843,1,False
MICHELLE'S COCKTAIL LOUNGE_1_40687217,40687217,MICHELLE'S COCKTAIL LOUNGE,RICHMOND HILL,2294,7182841185,Caribbean,718,1,False
MICHELY_1_50124539,50124539,MICHELY,NORTH YORK,169,6463712572,"Juice, Smoothies, Fruit Salads",646,1,False
MICKEY SPILLANE'S HELL'S KITCHEN NYC_1_41647682,41647682,MICKEY SPILLANE'S HELL'S KITCHEN NYC,TORONTO,350,2126001672,American,212,1,False
MICKEY'S PLACE_1_50126323,50126323,MICKEY'S PLACE,ETOBICOKE,33-41,3472569190,Japanese,347,1,False
MICTLAN MEXICO_1_50110183,50110183,MICTLAN MEXICO,TORONTO,17,6462031907,Mexican,646,1,False
MID CHINA_1_50117899,50117899,MID CHINA,RICHMOND HILL,9409,7188338900,Chinese,718,1,False
"MIDAS HOSPITALITY, LLC_1_50176310",50176310,"MIDAS HOSPITALITY, LLC",RICHMOND HILL,291,3147644262,,314,1,False
MIDDLE BRANCH / LB33_1_41679004,41679004,MIDDLE BRANCH / LB33,TORONTO,154,2122131350,American,212,1,False
MIDDLE VILLAGE BAGELS_1_50082604,50082604,MIDDLE VILLAGE BAGELS,ETOBICOKE,79-16,7184578936,Bagels/Pretzels,718,1,False
MIDNIGHT BLUE_1_50152703,50152703,MIDNIGHT BLUE,TORONTO,106,3476218425,,347,1,False
MIDNIGHT EXPRESS DINER_1_41575449,41575449,MIDNIGHT EXPRESS DINER,TORONTO,1715,2128602320,American,212,1,False
MIDNIGHT THEATRE/MIDNIGHT BY NAVARROS_1_50122057,50122057,MIDNIGHT THEATRE/MIDNIGHT BY NAVARROS,TORONTO,440,9179052789,Southeast Asian,917,1,False
MIDNIGHTS_1_41722445,41722445,MIDNIGHTS,RICHMOND HILL,149,9292958176,American,929,1,False
MIDO OMAKASE ROOM_1_50146374,50146374,MIDO OMAKASE ROOM,RICHMOND HILL,221,7183887000,Japanese,718,1,False
MIDO OMAKASE WEST VILLAGE_1_50166760,50166760,MIDO OMAKASE WEST VILLAGE,TORONTO,88,3478083788,,347,1,False
MIDO_1_50138034,50138034,MIDO,TORONTO,612,2128770033,Japanese,212,1,False
MIDPOINT BAR_1_50101953,50101953,MIDPOINT BAR,TORONTO,40,2123546400,American,212,1,False
MIDPOINT BISTRO & BAR_1_50154485,50154485,MIDPOINT BISTRO & BAR,TORONTO,40,6463229862,,646,1,False
MIDTOWN BIKE CAFE_1_50139782,50139782,MIDTOWN BIKE CAFE,TORONTO,234,3476367943,Coffee/Tea,347,1,False
MIDTOWN BISTRO_1_50148451,50148451,MIDTOWN BISTRO,ETOBICOKE,1,6463895712,Other,646,1,False
MIDWAY BAR_1_41490788,41490788,MIDWAY BAR,RICHMOND HILL,272,7185991969,American,718,1,False
MIDWAY CINEMAS_1_40666094,40666094,MIDWAY CINEMAS,ETOBICOKE,108-22,7185443155,American,718,1,False
MIDWOOD FLATS_1_50015968,50015968,MIDWOOD FLATS,RICHMOND HILL,577,9179453497,American,917,1,False
MIFUNE / SUSHI AMANE_1_50064491,50064491,MIFUNE / SUSHI AMANE,TORONTO,245,2129862800,Japanese,212,1,False
MIGARBA_1_50123040,50123040,MIGARBA,TORONTO,310,9175888361,Italian,917,1,False
MIGHTY BOWL_1_50075330,50075330,MIGHTY BOWL,TORONTO,1109,6466929065,Asian/Asian Fusion,646,1,False
MIGHTY MEATBALLS_1_50159051,50159051,MIGHTY MEATBALLS,TORONTO,42,9177336708,,917,1,False
MIGHTY QUINN'S BARBEQUE - FA8032 (CA8033)_1_50044617,50044617,MIGHTY QUINN'S BARBEQUE - FA8032 (CA8033),TORONTO,4,2124656310,American,212,1,False
MIGHTY QUINN'S BARBEQUE / CARNEGIE DELI CONCESSIONS_1_50045065,50045065,MIGHTY QUINN'S BARBEQUE / CARNEGIE DELI CONCESSIONS,TORONTO,4,2124656302,Barbecue,212,1,False
MIGHTY QUINN'S BARBEQUE_5_50008145,50008145,MIGHTY QUINN'S BARBEQUE,TORONTO,75,6465247889,Barbecue,646,5,True
MIGHTY QUINN'S BARBEQUE_5_50008609,50008609,MIGHTY QUINN'S BARBEQUE,TORONTO,225,6466492852,Barbecue,646,5,True
MIGHTY QUINN'S BARBEQUE_5_50065931,50065931,MIGHTY QUINN'S BARBEQUE,TORONTO,1407,6467191644,Barbecue,646,5,True
MIGHTY QUINN'S BARBEQUE_5_50149760,50149760,MIGHTY QUINN'S BARBEQUE,RICHMOND HILL,433,9292325187,Barbecue,929,5,True
MIGHTY QUINN'S BARBEQUE_5_50159415,50159415,MIGHTY QUINN'S BARBEQUE,ETOBICOKE,108-22,2012186702,Barbecue,201,5,True
MIGUEL CAMAS_1_50152254,50152254,MIGUEL CAMAS,TORONTO,958,3474397799,,347,1,False
MIGUERIAS_1_50169310,50169310,MIGUERIAS,ETOBICOKE,85-30,4303023703,Latin American,430,1,False
MIJO CORP_1_50169460,50169460,MIJO CORP,TORONTO,42,6789755705,,678,1,False
MIJO_1_50148732,50148732,MIJO,TORONTO,25,2124701578,Mexican,212,1,False
MIKA'S DIRECTION_1_50132768,50132768,MIKA'S DIRECTION,TORONTO,11,6468649433,Coffee/Tea,646,1,False
MIKA'S DUMPLINGS / JACKY'S FRIED / NICK'S RICE BOWL / LATE NIGHT KOREAN EXPRESS_1_50128583,50128583,MIKA'S DUMPLINGS / JACKY'S FRIED / NICK'S RICE BOWL / LATE NIGHT KOREAN EXPRESS,ETOBICOKE,40-05,9175261879,,917,1,False
MIKADO AT GREENPOINT INC._1_50176388,50176388,MIKADO AT GREENPOINT INC.,RICHMOND HILL,931,9176919218,,917,1,False
MIKADO AT PARK SLOPE INC_1_50176022,50176022,MIKADO AT PARK SLOPE INC,TORONTO,293,7185352931,,718,1,False
MIKADO CRUNCHY & SUSHI_1_50155741,50155741,MIKADO CRUNCHY & SUSHI,ETOBICOKE,82-19,9172501213,Japanese,917,1,False
MIKADO_5_50127595,50127595,MIKADO,TORONTO,109,2122559981,Japanese,212,5,True
MIKADO_5_50132762,50132762,MIKADO,ETOBICOKE,116-09,7185590088,Japanese,718,5,True
MIKADO_5_50138596,50138596,MIKADO,RICHMOND HILL,177,2123811388,Japanese,212,5,True
MIKADO_5_50146733,50146733,MIKADO,TORONTO,164,2128717499,Japanese,212,5,True
MIKADO_5_50150308,50150308,MIKADO,TORONTO,800,9172658266,Japanese,917,5,True
MIKAKU_1_50155090,50155090,MIKAKU,TORONTO,85,2124314820,Japanese,212,1,False
MIKAWA JAPANESE FUSION_1_50128280,50128280,MIKAWA JAPANESE FUSION,RICHMOND HILL,7407,7188668090,Japanese,718,1,False
MIKE CRUZ_1_50178638,50178638,MIKE CRUZ,RICHMOND HILL,470,7187106945,,718,1,False
MIKE DADDY'S PIZZA_1_50151208,50151208,MIKE DADDY'S PIZZA,RICHMOND HILL,566,9177709055,,917,1,False
MIKE JR'S RICHMOND DINER_1_50074586,50074586,MIKE JR'S RICHMOND DINER,SCARBOROUGH,3954,7183172331,American,718,1,False
MIKE'S BAGELS_1_41180510,41180510,MIKE'S BAGELS,TORONTO,4003,2129282300,Bagels/Pretzels,212,1,False
MIKE'S BISTRO_1_50012785,50012785,MIKE'S BISTRO,TORONTO,127,2127993911,Jewish/Kosher,212,1,False
MIKE'S COFFEE SHOP_1_50128085,50128085,MIKE'S COFFEE SHOP,RICHMOND HILL,328,7188571462,American,718,1,False
MIKE'S DAKOTA DINER_1_50096003,50096003,MIKE'S DAKOTA DINER,SCARBOROUGH,921,7189839286,American,718,1,False
MIKE'S DELI_3_50038882,50038882,MIKE'S DELI,RICHMOND HILL,9510,7182385200,American,718,3,True
MIKE'S DELI_3_50086573,50086573,MIKE'S DELI,NORTH YORK,2344,7182955033,Italian,718,3,True
MIKE'S DELI_3_50131610,50131610,MIKE'S DELI,ETOBICOKE,117-11,7188439896,Sandwiches,718,3,True
MIKE'S DINER_2_50072519,50072519,MIKE'S DINER,RICHMOND HILL,1454,3475679223,Greek,347,2,True
MIKE'S DINER_2_50130970,50130970,MIKE'S DINER,ETOBICOKE,133-11,9172512416,American,917,2,True
MIKE'S DONUTS_1_40395366,40395366,MIKE'S DONUTS,RICHMOND HILL,6822,7187456980,Donuts,718,1,False
MIKE'S HOT HONEY - FB6060_1_50044778,50044778,MIKE'S HOT HONEY - FB6060,TORONTO,4,2124656273,Chicken,212,1,False
MIKE'S ISLAND GRILL RESTAURANT_1_41330799,41330799,MIKE'S ISLAND GRILL RESTAURANT,RICHMOND HILL,326,7183463494,Caribbean,718,1,False
MIKE'S OAKWOOD DINER_1_41005946,41005946,MIKE'S OAKWOOD DINER,SCARBOROUGH,3161,7186681570,American,718,1,False
MIKE'S PIZZA OF BROOKLYN_1_41608200,41608200,MIKE'S PIZZA OF BROOKLYN,RICHMOND HILL,2026,7189416224,Pizza,718,1,False
MIKE'S PLACE_1_40932664,40932664,MIKE'S PLACE,SCARBOROUGH,4677,7189849479,American,718,1,False
MIKE'S ROYAL DINER_1_50120985,50120985,MIKE'S ROYAL DINER,RICHMOND HILL,7609,7187453444,American,718,1,False
MIKE'S TAVERN_1_40977606,40977606,MIKE'S TAVERN,ETOBICOKE,88-14,7188459322,American,718,1,False
MIKE'S UNICORN DINER_1_41462617,41462617,MIKE'S UNICORN DINER,SCARBOROUGH,2944,7184942129,American,718,1,False
MIKE'S_1_50058330,50058330,MIKE'S,TORONTO,44,7187305025,Coffee/Tea,718,1,False
MIKES OLYMPIC GRILL_1_41086217,41086217,MIKES OLYMPIC GRILL,SCARBOROUGH,1637,7184428685,American,718,1,False
MIKES PIZZERIA_1_50135417,50135417,MIKES PIZZERIA,ETOBICOKE,71-75,7187933464,Pizza,718,1,False
MIKES TAVERN_1_50170795,50170795,MIKES TAVERN,ETOBICOKE,88-14,7188459322,,718,1,False
MIKEY BAGELS_1_41524226,41524226,MIKEY BAGELS,SCARBOROUGH,7420,7189849700,American,718,1,False
MIKEY'S RESTAURANT & LOUNGE_1_50112550,50112550,MIKEY'S RESTAURANT & LOUNGE,RICHMOND HILL,9712,3476159381,American,347,1,False
MIKHUY_1_50149767,50149767,MIKHUY,RICHMOND HILL,586,3475990319,Peruvian,347,1,False
MIKIYA WAGYU SHABU HOUSE_1_50159618,50159618,MIKIYA WAGYU SHABU HOUSE,TORONTO,954,9175180388,Japanese,917,1,False
MIKIYA_1_50154929,50154929,MIKIYA,ETOBICOKE,135-41,9175180388,Japanese,917,1,False
MIKKELLER NYC_1_50074437,50074437,MIKKELLER NYC,ETOBICOKE,123-01,7187662717,American,718,1,False
MILA CAFE_1_40933911,40933911,MILA CAFE,TORONTO,694,2126624392,American,212,1,False
MILA'S BISTRO_1_41468117,41468117,MILA'S BISTRO,TORONTO,81,2126779383,French,212,1,False
MILADY'S_1_50128429,50128429,MILADY'S,TORONTO,160,6464846402,American,646,1,False
MILAGRO TEQUILA BAR_1_50134692,50134692,MILAGRO TEQUILA BAR,ETOBICOKE,126,4072277372,American,407,1,False
MILAN SPORTS BAR_1_40745610,40745610,MILAN SPORTS BAR,ETOBICOKE,73-11,7187023888,Coffee/Tea,718,1,False
MILANO PIZZA & FRIED CHICKEN_1_50136507,50136507,MILANO PIZZA & FRIED CHICKEN,NORTH YORK,1544,9292469636,Chicken,929,1,False
MILANO PIZZA AND PASTA_1_50163780,50163780,MILANO PIZZA AND PASTA,TORONTO,1522,9292398122,Pizza,929,1,False
MILANO'S BAR_1_41250519,41250519,MILANO'S BAR,TORONTO,51,2122268844,Bottled Beverages,212,1,False
MILANO'S PIZZERIA_1_41501115,41501115,MILANO'S PIZZERIA,TORONTO,2255,2129965141,Pizza,212,1,False
MILANOS FOOD INC_1_50178657,50178657,MILANOS FOOD INC,TORONTO,2255,5169870346,,516,1,False
MILE END DELICATESSEN_1_50079007,50079007,MILE END DELICATESSEN,RICHMOND HILL,97A,7188527510,American,718,1,False
MILENIO_1_50011217,50011217,MILENIO,ETOBICOKE,97-07,7186515870,Latin American,718,1,False
MILK & HONEY CAFE 94_1_50149280,50149280,MILK & HONEY CAFE 94,RICHMOND HILL,9402,3475678195,Coffee/Tea,347,1,False
MILK & HONEY CAFE_1_50001076,50001076,MILK & HONEY CAFE,RICHMOND HILL,1119,7185130441,Coffee/Tea,718,1,False
MILK & HOPS_1_50109092,50109092,MILK & HOPS,TORONTO,166,2129891999,American,212,1,False
MILK & PULL_2_50032994,50032994,MILK & PULL,ETOBICOKE,778,9173865873,Coffee/Tea,917,2,True
MILK & PULL_2_50161594,50161594,MILK & PULL,RICHMOND HILL,348,9173865873,American,917,2,True
MILK & ROSES_1_50119590,50119590,MILK & ROSES,RICHMOND HILL,1140,7183890160,Italian,718,1,False
MILK BAR NOLITA_1_50056178,50056178,MILK BAR NOLITA,TORONTO,246,3472425762,Frozen Desserts,347,1,False
MILK BAR_6_41608360,41608360,MILK BAR,TORONTO,561,2122560586,Bakery Products/Desserts,212,6,True
MILK BAR_6_50052366,50052366,MILK BAR,RICHMOND HILL,620,7182300844,Coffee/Tea,718,6,True
MILK BAR_6_50059434,50059434,MILK BAR,TORONTO,74,3472425762,Bakery Products/Desserts,347,6,True
MILK BAR_6_50068343,50068343,MILK BAR,RICHMOND HILL,204,9292763396,American,929,6,True
MILK BAR_6_50099890,50099890,MILK BAR,TORONTO,1186,3479744975,American,347,6,True
MILK BAR_6_50124394,50124394,MILK BAR,RICHMOND HILL,382,2107620164,Bakery Products/Desserts,210,6,True
MILK BEE HONEY CAFE 1515 LLC_1_50177594,50177594,MILK BEE HONEY CAFE 1515 LLC,RICHMOND HILL,1515,6465413454,,646,1,False
MILK BURGER_1_50088692,50088692,MILK BURGER,NORTH YORK,148,2123601988,American,212,1,False
MILK N' HONEY_1_50072907,50072907,MILK N' HONEY,TORONTO,12,2127644400,Jewish/Kosher,212,1,False
MILKCRATE_1_50088595,50088595,MILKCRATE,RICHMOND HILL,1278,3472320256,Coffee/Tea,347,1,False
MILKFLOWER_1_50000351,50000351,MILKFLOWER,ETOBICOKE,34-12,7182041300,Pizza,718,1,False
MILKO FOODS LLC_1_50148841,50148841,MILKO FOODS LLC,ETOBICOKE,40-05,7187558138,,718,1,False
MILKY DRIP LLC_1_50167597,50167597,MILKY DRIP LLC,TORONTO,415,6465264899,,646,1,False
MILL BASIN BAGEL CAFE_1_50166793,50166793,MILL BASIN BAGEL CAFE,RICHMOND HILL,6319,7185313630,Bagels/Pretzels,718,1,False
MILL BASIN KOSHER DELI_1_40368207,40368207,MILL BASIN KOSHER DELI,RICHMOND HILL,5823,7182414910,Jewish/Kosher,718,1,False
MILLE NONNE_1_50091232,50091232,MILLE NONNE,TORONTO,88,9176554440,Italian,917,1,False
